id,path,score,ref_text,hyp_text,audio_array,sampling_rate,status,verification_status,model_used,norm_ref,norm_hyp,model_results
81,9d4d0240eaa513e.mp3,100.0,"Жывая калекцыя марак, больш нічога. Шчаслівы чалавек. У апошнія дзверы я пастукаў.","Жывая калекцыя марак, больш нічога. Шчаслівы чалавек. У апошнія дзверы я пастукаў.",[0.         0.         0.         ... 0.00011879 0.00015616 0.00011815],44100,processed,correct,imported_csv,жывая калекцыя марак больш нічога шчаслівы чалавек у апошнія дзверы я пастукаў,жывая калекцыя марак больш нічога шчаслівы чалавек у апошнія дзверы я пастукаў,"{'imported_csv': {'hyp_text': 'Жывая калекцыя марак, больш нічога. Шчаслівы чалавек. У апошнія дзверы я пастукаў.', 'score': 100.0, 'norm_ref': 'жывая калекцыя марак больш нічога шчаслівы чалавек у апошнія дзверы я пастукаў', 'norm_hyp': 'жывая калекцыя марак больш нічога шчаслівы чалавек у апошнія дзверы я пастукаў'}}"
82,54dae4e8eae0256.mp3,100.0,"Ён быў студэнт другога курса. Каб закончыць гэтыя чатыры семестры,",Ён быў студэнт другога курса. Каб закончыць гэтыя чатыры семестры,[0.         0.         0.         ... 0.02537289 0.02578408 0.02001525],44100,processed,correct,gemini-2.5-flash,ён быў студэнт другога курса каб закончыць гэтыя чатыры семестры,ён быў студэнт другога курса каб закончыць гэтыя чатыры семестры,"{'imported_csv': {'hyp_text': 'Ён быў студэнтам другога курса, каб скончыць гэтыя чатыры семестры.', 'score': 96.12403100775194, 'norm_ref': 'ён быў студэнт другога курса каб закончыць гэтыя чатыры семестры', 'norm_hyp': 'ён быў студэнтам другога курса каб скончыць гэтыя чатыры семестры'}, 'gemini-2.5-flash-lite': {'hyp_text': 'Ён быў студэнт другога курса, каб заканчыць гэтыя чатыры семестра', 'score': 96.875, 'norm_ref': 'ён быў студэнт другога курса каб закончыць гэтыя чатыры семестры', 'norm_hyp': 'ён быў студэнт другога курса каб заканчыць гэтыя чатыры семестра'}, 'gemini-2.5-flash': {'hyp_text': 'Ён быў студэнт другога курса. Каб закончыць гэтыя чатыры семестры', 'score': 100.0, 'norm_ref': 'ён быў студэнт другога курса каб закончыць гэтыя чатыры семестры', 'norm_hyp': 'ён быў студэнт другога курса каб закончыць гэтыя чатыры семестры'}}"
83,78b9983e0b26bf4.mp3,100.0,"Як справы, Георгій? Нічога новага? Георгій Блок пахітаў галавой.","Як справы, Георгій? Нічога новага. Георгій блок пахітаў галавой.",[0.         0.         0.         ... 0.139828   0.15204185 0.12321886],44100,processed,correct,gemini-2.5-flash-lite,як справы георгій нічога новага георгій блок пахітаў галавой,як справы георгій нічога новага георгій блок пахітаў галавой,"{'imported_csv': {'hyp_text': 'Як справа, Георгій? Нічога новага? Георгій Блок пахітаў галавой.', 'score': 98.33333333333333, 'norm_ref': 'як справы георгій нічога новага георгій блок пахітаў галавой', 'norm_hyp': 'як справа георгій нічога новага георгій блок пахітаў галавой'}, 'gemini-2.5-flash-lite': {'hyp_text': 'Як справы, Георгій? Нічога новага. Георгій блок пахітаў галавой.', 'score': 100.0, 'norm_ref': 'як справы георгій нічога новага георгій блок пахітаў галавой', 'norm_hyp': 'як справы георгій нічога новага георгій блок пахітаў галавой'}}"
84,f786320aaa47fc7.mp3,99.09909909909909,Заробленыя грошы скончыліся. Іх хопіць яшчэ месяцы на два.,"Заробленыя грошы скончыліся, і хопіць яшчэ месяцы на два.","[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.9510287e-05 4.3155494e-05
 3.4313889e-05]",44100,processed,correct,imported_csv,заробленыя грошы скончыліся іх хопіць яшчэ месяцы на два,заробленыя грошы скончыліся і хопіць яшчэ месяцы на два,"{'imported_csv': {'hyp_text': 'Заробленыя грошы скончыліся, і хопіць яшчэ месяцы на два.', 'score': 99.09909909909909, 'norm_ref': 'заробленыя грошы скончыліся іх хопіць яшчэ месяцы на два', 'norm_hyp': 'заробленыя грошы скончыліся і хопіць яшчэ месяцы на два'}}"
85,eff468f25a9b775.mp3,81.4814814814815,"Ён спрабаваў так-сяк, ну дзе-небудзь","Ён спрабаваў так і сяк, ну, дзе-небудзь уладкавацца.",[0.         0.         0.         ... 0.00148625 0.00172296 0.00126829],44100,processed,incorrect,batch_gemini-2.5-pro,ён спрабаваў таксяк ну дзенебудзь,ён спрабаваў так і сяк ну дзенебудзь уладкавацца,"{'imported_csv': {'hyp_text': 'і ён спрабаваў так і сяк ну дзе небыць уладкавацца', 'score': 74.69879518072288, 'norm_ref': 'ён спрабаваў таксяк ну дзенебудзь', 'norm_hyp': 'і ён спрабаваў так і сяк ну дзе небыць уладкавацца'}, 'gemini-2.5-flash-lite': {'hyp_text': 'ён спрабаваў так і сяк, ну дзе-небудзь у латках.', 'score': 84.61538461538461, 'norm_ref': 'ён спрабаваў таксяк ну дзенебудзь', 'norm_hyp': 'ён спрабаваў так і сяк ну дзенебудзь у латках'}, 'gemini-2.5-flash': {'hyp_text': 'ён спрабаваў так і сяк, ну дзе-небудзь улаткавацца.', 'score': 81.4814814814815, 'norm_ref': 'ён спрабаваў таксяк ну дзенебудзь', 'norm_hyp': 'ён спрабаваў так і сяк ну дзенебудзь улаткавацца'}, 'gemini-3-flash-preview': {'hyp_text': 'Я спрабаваў так і сяк, ну дзе-небудзь уладкавацца, ды...', 'score': 74.69879518072288, 'norm_ref': 'ён спрабаваў таксяк ну дзенебудзь', 'norm_hyp': 'я спрабаваў так і сяк ну дзенебудзь уладкавацца ды'}, 'gemini-2.5-pro': {'hyp_text': 'Ён спрабаваў так і сяк, ну, дзе-небудзь уладкавацца.', 'score': 81.4814814814815, 'norm_ref': 'ён спрабаваў таксяк ну дзенебудзь', 'norm_hyp': 'ён спрабаваў так і сяк ну дзенебудзь уладкавацца'}}"
86,908328a1397270f.mp3,100.0,"На руднік ён не мог вярнуцца, там цяпер ужо хапала сваіх беспрацоўных.","На руднік ён не мог вярнуцца, там цяпер ужо хапала сваіх беспрацоўных.",[0.         0.         0.         ... 0.00255096 0.00263935 0.00191447],44100,processed,correct,imported_csv,на руднік ён не мог вярнуцца там цяпер ужо хапала сваіх беспрацоўных,на руднік ён не мог вярнуцца там цяпер ужо хапала сваіх беспрацоўных,"{'imported_csv': {'hyp_text': 'На руднік ён не мог вярнуцца, там цяпер ужо хапала сваіх беспрацоўных.', 'score': 100.0, 'norm_ref': 'на руднік ён не мог вярнуцца там цяпер ужо хапала сваіх беспрацоўных', 'norm_hyp': 'на руднік ён не мог вярнуцца там цяпер ужо хапала сваіх беспрацоўных'}}"
87,a3306ee2050a848.mp3,100.0,Тыдзень ён распаўсюджваў рэкламныя лісткі маргарынавай фабрыкі.,Тыдзень ён распаўсюджваў рэкламныя лісткі маргарынавай фабрыкі.,"[ 0.          0.          0.         ... -0.00225711 -0.00265423
 -0.00245341]",44100,processed,correct,imported_csv,тыдзень ён распаўсюджваў рэкламныя лісткі маргарынавай фабрыкі,тыдзень ён распаўсюджваў рэкламныя лісткі маргарынавай фабрыкі,"{'imported_csv': {'hyp_text': 'Тыдзень ён распаўсюджваў рэкламныя лісткі маргарынавай фабрыкі.', 'score': 100.0, 'norm_ref': 'тыдзень ён распаўсюджваў рэкламныя лісткі маргарынавай фабрыкі', 'norm_hyp': 'тыдзень ён распаўсюджваў рэкламныя лісткі маргарынавай фабрыкі'}}"
88,10ffc37c8246ed3.mp3,100.0,Але фабрыка збанкрутавала.,Але фабрыка збанкрутавала.,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -6.6163397e-05
 -5.4075786e-05 -4.1676969e-05]",44100,processed,correct,imported_csv,але фабрыка збанкрутавала,але фабрыка збанкрутавала,"{'imported_csv': {'hyp_text': 'Але фабрыка збанкрутавала.', 'score': 100.0, 'norm_ref': 'але фабрыка збанкрутавала', 'norm_hyp': 'але фабрыка збанкрутавала'}}"
89,ae04acabf1b697e.mp3,100.0,Неўзабаве ён атрымаў месца разношчыка газет.,неўзабаве ён атрымаў месца разношчыка газет,"[ 0.          0.          0.         ... -0.00150172 -0.0016826
 -0.00127766]",44100,processed,correct,gemini-2.5-flash-lite,неўзабаве ён атрымаў месца разношчыка газет,неўзабаве ён атрымаў месца разношчыка газет,"{'imported_csv': {'hyp_text': 'Неўзабаве ён атрымаў месца разносчыка газет.', 'score': 97.67441860465115, 'norm_ref': 'неўзабаве ён атрымаў месца разношчыка газет', 'norm_hyp': 'неўзабаве ён атрымаў месца разносчыка газет'}, 'gemini-2.5-flash-lite': {'hyp_text': 'неўзабаве ён атрымаў месца разношчыка газет', 'score': 100.0, 'norm_ref': 'неўзабаве ён атрымаў месца разношчыка газет', 'norm_hyp': 'неўзабаве ён атрымаў месца разношчыка газет'}}"
90,ab79f14089ae42d.mp3,99.35483870967742,"Уздыхнуў бы з палёгкай, праз тры дні яго спынілі двое ў касках, адабралі газеты,",Уздыхнуў быў з палёгкай праз тры дні яго спынілі двое ў касках адабралі газеты,[0.         0.         0.         ... 0.01644306 0.02461676 0.02390981],44100,processed,correct,imported_csv,уздыхнуў бы з палёгкай праз тры дні яго спынілі двое ў касках адабралі газеты,уздыхнуў быў з палёгкай праз тры дні яго спынілі двое ў касках адабралі газеты,"{'imported_csv': {'hyp_text': 'Уздыхнуў быў з палёгкай праз тры дні яго спынілі двое ў касках адабралі газеты', 'score': 99.35483870967742, 'norm_ref': 'уздыхнуў бы з палёгкай праз тры дні яго спынілі двое ў касках адабралі газеты', 'norm_hyp': 'уздыхнуў быў з палёгкай праз тры дні яго спынілі двое ў касках адабралі газеты'}}"
91,4572432e988d013.mp3,100.0,Няма чаго лезці. У іх саміх хапае беспрацоўных.,Няма чаго лезці. У іх саміх хапае беспрацоўных.,[0.         0.         0.         ... 0.0002826  0.00025004 0.00017919],44100,processed,correct,imported_csv,няма чаго лезці у іх саміх хапае беспрацоўных,няма чаго лезці у іх саміх хапае беспрацоўных,"{'imported_csv': {'hyp_text': 'Няма чаго лезці. У іх саміх хапае беспрацоўных.', 'score': 100.0, 'norm_ref': 'няма чаго лезці у іх саміх хапае беспрацоўных', 'norm_hyp': 'няма чаго лезці у іх саміх хапае беспрацоўных'}}"
92,b6e9c7fa64dbea2.mp3,96.47058823529412,"І ўсё-такі ён выйшаў на наступнай раніцы, хоць ужо давялося заплаціць за падраныя газеты.","І ўсё-такі ён выйшаў наступнай раніцай, хоць ужо давялося заплаціць за падраныя газеты.","[ 0.          0.          0.         ... -0.00152199 -0.00175213
 -0.00137218]",44100,processed,incorrect,batch_gemini-2.5-pro,і ўсётакі ён выйшаў на наступнай раніцы хоць ужо давялося заплаціць за падраныя газеты,і ўсётакі ён выйшаў наступнай раніцай хоць ужо давялося заплаціць за падраныя газеты,"{'imported_csv': {'hyp_text': 'І ўсё-такі ён выйшаў наступнай раніцай, хоць ужо давялося заплаціць за падраныя газеты.', 'score': 96.47058823529412, 'norm_ref': 'і ўсётакі ён выйшаў на наступнай раніцы хоць ужо давялося заплаціць за падраныя газеты', 'norm_hyp': 'і ўсётакі ён выйшаў наступнай раніцай хоць ужо давялося заплаціць за падраныя газеты'}, 'gemini-2.5-flash-lite': {'hyp_text': 'і ўсё-такі ён выйшаў наступнай раніцай, хоць ужо давялося заплаціць за падраныя газеты.', 'score': 96.47058823529412, 'norm_ref': 'і ўсётакі ён выйшаў на наступнай раніцы хоць ужо давялося заплаціць за падраныя газеты', 'norm_hyp': 'і ўсётакі ён выйшаў наступнай раніцай хоць ужо давялося заплаціць за падраныя газеты'}, 'gemini-2.5-flash': {'hyp_text': 'І ўсё-такі ён выйшаў наступнай раніцай, хоць ужо давялося заплаціць за падраныя газеты.', 'score': 96.47058823529412, 'norm_ref': 'і ўсётакі ён выйшаў на наступнай раніцы хоць ужо давялося заплаціць за падраныя газеты', 'norm_hyp': 'і ўсётакі ён выйшаў наступнай раніцай хоць ужо давялося заплаціць за падраныя газеты'}, 'gemini-3-flash-preview': {'hyp_text': 'І ўсё-такі ён выйшаў наступнай раніцай, хоць ужо давялося заплаціць за падраныя газеты.', 'score': 96.47058823529412, 'norm_ref': 'і ўсётакі ён выйшаў на наступнай раніцы хоць ужо давялося заплаціць за падраныя газеты', 'norm_hyp': 'і ўсётакі ён выйшаў наступнай раніцай хоць ужо давялося заплаціць за падраныя газеты'}, 'gemini-2.5-pro': {'hyp_text': 'І ўсё-такі ён выйшаў наступнай раніцай, хоць ужо давялося заплаціць за падраныя газеты.', 'score': 96.47058823529412, 'norm_ref': 'і ўсётакі ён выйшаў на наступнай раніцы хоць ужо давялося заплаціць за падраныя газеты', 'norm_hyp': 'і ўсётакі ён выйшаў наступнай раніцай хоць ужо давялося заплаціць за падраныя газеты'}}"
93,466cc012475a02a.mp3,100.0,Нехта збіў яго веласіпедам.,нехта збіў яго веласіпедам,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.7198881e-06
 -8.7045719e-06 -1.7509748e-05]",44100,processed,correct,gemini-2.5-flash-lite,нехта збіў яго веласіпедам,нехта збіў яго веласіпедам,"{'imported_csv': {'hyp_text': 'Нехта збіў яго на ровары.', 'score': 68.0, 'norm_ref': 'нехта збіў яго веласіпедам', 'norm_hyp': 'нехта збіў яго на ровары'}, 'gemini-2.5-flash-lite': {'hyp_text': 'нехта збіў яго веласіпедам', 'score': 100.0, 'norm_ref': 'нехта збіў яго веласіпедам', 'norm_hyp': 'нехта збіў яго веласіпедам'}}"
94,c2c62cc07718d1b.mp3,100.0,"Газеты паляцелі ў гразь, зноў заплаціў дзве маркі.","Газеты паляцелі ў гразь, зноў заплаціў дзве маркі.","[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.9642051e-05 3.2184820e-05
 2.5964066e-05]",44100,processed,correct,imported_csv,газеты паляцелі ў гразь зноў заплаціў дзве маркі,газеты паляцелі ў гразь зноў заплаціў дзве маркі,"{'imported_csv': {'hyp_text': 'Газеты паляцелі ў гразь, зноў заплаціў дзве маркі.', 'score': 100.0, 'norm_ref': 'газеты паляцелі ў гразь зноў заплаціў дзве маркі', 'norm_hyp': 'газеты паляцелі ў гразь зноў заплаціў дзве маркі'}}"
95,ba89191e7afe48c.mp3,99.2,Ён пайшоў трэці раз і вярнуўся з разадраным касцюмам і разбітым,Ён пайшоў трэці раз і вярнуўся з раздраным касцюмам і разбітым,"[ 0.          0.          0.         ... -0.01891734 -0.02108322
 -0.01739076]",44100,processed,correct,imported_csv,ён пайшоў трэці раз і вярнуўся з разадраным касцюмам і разбітым,ён пайшоў трэці раз і вярнуўся з раздраным касцюмам і разбітым,"{'imported_csv': {'hyp_text': 'Ён пайшоў трэці раз і вярнуўся з раздраным касцюмам і разбітым', 'score': 99.2, 'norm_ref': 'ён пайшоў трэці раз і вярнуўся з разадраным касцюмам і разбітым', 'norm_hyp': 'ён пайшоў трэці раз і вярнуўся з раздраным касцюмам і разбітым'}}"
96,ae190c883bd72be.mp3,100.0,Вось тады ён здаўся.,Вось тады ён здаўся.,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.2696825e-05
 -2.5686590e-05 -1.5166504e-05]",44100,processed,correct,imported_csv,вось тады ён здаўся,вось тады ён здаўся,"{'imported_csv': {'hyp_text': 'Вось тады ён здаўся.', 'score': 100.0, 'norm_ref': 'вось тады ён здаўся', 'norm_hyp': 'вось тады ён здаўся'}}"
97,760136e1a6b4d1d.mp3,98.63013698630137,"Зараз у адчаі сядзеў у пакоі і зубрыў як вар'ят, быццам гэта мела нейкі сэнс.","Зараз у адчаі сядзеў у пакоі, зубрыў, як вар'ят, быццам гэта мела нейкі сэнс.","[ 0.          0.          0.         ... -0.00041797 -0.00038258
 -0.00030048]",44100,processed,correct,imported_csv,зараз у адчаі сядзеў у пакоі і зубрыў як варят быццам гэта мела нейкі сэнс,зараз у адчаі сядзеў у пакоі зубрыў як варят быццам гэта мела нейкі сэнс,"{'imported_csv': {'hyp_text': ""Зараз у адчаі сядзеў у пакоі, зубрыў, як вар'ят, быццам гэта мела нейкі сэнс."", 'score': 98.63013698630137, 'norm_ref': 'зараз у адчаі сядзеў у пакоі і зубрыў як варят быццам гэта мела нейкі сэнс', 'norm_hyp': 'зараз у адчаі сядзеў у пакоі зубрыў як варят быццам гэта мела нейкі сэнс'}}"
98,3c2ba3d74ab5dfa.mp3,100.0,Ён еў раз на дзень.,Ён еў раз на дзень.,"[ 0.          0.          0.         ... -0.00040959 -0.00036111
 -0.00024558]",44100,processed,correct,imported_csv,ён еў раз на дзень,ён еў раз на дзень,"{'imported_csv': {'hyp_text': 'Ён еў раз на дзень.', 'score': 100.0, 'norm_ref': 'ён еў раз на дзень', 'norm_hyp': 'ён еў раз на дзень'}}"
99,272572bd11de974.mp3,100.0,"Пры гэтым не мела значэння, закончыць ён астатнія курсы ці не, на працу можна было разлічваць не раней,","пры гэтым не мела значэння, закончыць ён астатнія курсы ці не, на працу можна было разлічваць не раней",[0.         0.         0.         ... 0.03509659 0.0289844  0.01874622],44100,processed,correct,batch_gemini-2.5-pro,пры гэтым не мела значэння закончыць ён астатнія курсы ці не на працу можна было разлічваць не раней,пры гэтым не мела значэння закончыць ён астатнія курсы ці не на працу можна было разлічваць не раней,"{'imported_csv': {'hyp_text': 'прыветам не мела значэння закончыць ён астатнія курсы ці не на працу можна было адрозніваць не раней', 'score': 93.0, 'norm_ref': 'пры гэтым не мела значэння закончыць ён астатнія курсы ці не на працу можна было разлічваць не раней', 'norm_hyp': 'прыветам не мела значэння закончыць ён астатнія курсы ці не на працу можна было адрозніваць не раней'}, 'gemini-2.5-flash-lite': {'hyp_text': 'Прыгатаваў мне мела значэнне. Заканчыць яна астатнія курсы, ці не. На працу можна было разлічваць не раней', 'score': 91.62561576354679, 'norm_ref': 'пры гэтым не мела значэння закончыць ён астатнія курсы ці не на працу можна было разлічваць не раней', 'norm_hyp': 'прыгатаваў мне мела значэнне заканчыць яна астатнія курсы ці не на працу можна было разлічваць не раней'}, 'gemini-2.5-flash': {'hyp_text': 'Пры гэтым мне мела значэнне, закончыць ён астатнія курсы ці не, на працу можна было разлічваць не раней', 'score': 98.50746268656717, 'norm_ref': 'пры гэтым не мела значэння закончыць ён астатнія курсы ці не на працу можна было разлічваць не раней', 'norm_hyp': 'пры гэтым мне мела значэнне закончыць ён астатнія курсы ці не на працу можна было разлічваць не раней'}, 'gemini-3-flash-preview': {'hyp_text': 'Цяпер гэта не мела значэння: скончыць ён астатнія курсы ці не, на працу можна было разлічваць не раней...', 'score': 95.0, 'norm_ref': 'пры гэтым не мела значэння закончыць ён астатнія курсы ці не на працу можна было разлічваць не раней', 'norm_hyp': 'цяпер гэта не мела значэння скончыць ён астатнія курсы ці не на працу можна было разлічваць не раней'}, 'gemini-2.5-pro': {'hyp_text': 'пры гэтым не мела значэння, закончыць ён астатнія курсы ці не, на працу можна было разлічваць не раней', 'score': 100.0, 'norm_ref': 'пры гэтым не мела значэння закончыць ён астатнія курсы ці не на працу можна было разлічваць не раней', 'norm_hyp': 'пры гэтым не мела значэння закончыць ён астатнія курсы ці не на працу можна было разлічваць не раней'}}"
100,0cc549f5ccdcfe7.mp3,100.0,"Я ўжо тады заўважыў, пасля рудніка, калі не займацца кожны дзень, адразу саб'ешся з тропу,","Я ўжо тады заўважыў пасля рудніка, калі не займацца кожны дзень, адразу саб'ешся з тропу.","[ 0.          0.          0.         ... -0.08574374 -0.09635709
 -0.07897163]",44100,processed,correct,gemini-3-flash-preview,я ўжо тады заўважыў пасля рудніка калі не займацца кожны дзень адразу сабешся з тропу,я ўжо тады заўважыў пасля рудніка калі не займацца кожны дзень адразу сабешся з тропу,"{'imported_csv': {'hyp_text': ""я ўжо тады і заўважыў пасля рудніка калі не займацца кожны дзень адразу саб'ецца з тропа"", 'score': 94.18604651162791, 'norm_ref': 'я ўжо тады заўважыў пасля рудніка калі не займацца кожны дзень адразу сабешся з тропу', 'norm_hyp': 'я ўжо тады і заўважыў пасля рудніка калі не займацца кожны дзень адразу сабецца з тропа'}, 'gemini-2.5-flash-lite': {'hyp_text': ""Я ўжо тады заўважыў, пасля рудніка, калі не займацца кожны дзень, адразу саб'е сястроў."", 'score': 94.61077844311377, 'norm_ref': 'я ўжо тады заўважыў пасля рудніка калі не займацца кожны дзень адразу сабешся з тропу', 'norm_hyp': 'я ўжо тады заўважыў пасля рудніка калі не займацца кожны дзень адразу сабе сястроў'}, 'gemini-2.5-flash': {'hyp_text': ""Я ўжо тады заўважыў пасля рудніка. Калі не займацца кожны дзень, адразу саб'еся строп."", 'score': 97.0059880239521, 'norm_ref': 'я ўжо тады заўважыў пасля рудніка калі не займацца кожны дзень адразу сабешся з тропу', 'norm_hyp': 'я ўжо тады заўважыў пасля рудніка калі не займацца кожны дзень адразу сабеся строп'}, 'gemini-3-flash-preview': {'hyp_text': ""Я ўжо тады заўважыў пасля рудніка, калі не займацца кожны дзень, адразу саб'ешся з тропу."", 'score': 100.0, 'norm_ref': 'я ўжо тады заўважыў пасля рудніка калі не займацца кожны дзень адразу сабешся з тропу', 'norm_hyp': 'я ўжо тады заўважыў пасля рудніка калі не займацца кожны дзень адразу сабешся з тропу'}}"
101,c555970edf2c858.mp3,98.0392156862745,"Я падаў яму цыгарэту. Кінь ты гэта глупства, Георгій, як я. Потым пачнеш спачатку.","Я падаў яму цыгарэты. Кінь ты гэта глупства, Георгі, як я. Потым пачнеш спачатку.",[0.         0.         0.         ... 0.00113189 0.00129424 0.00098012],44100,processed,incorrect,batch_gemini-2.5-pro,я падаў яму цыгарэту кінь ты гэта глупства георгій як я потым пачнеш спачатку,я падаў яму цыгарэты кінь ты гэта глупства георгі як я потым пачнеш спачатку,"{'imported_csv': {'hyp_text': 'Я падаў яму цыгарэты. Кінь ты гэта глупства, Георгі, як я. Потым пачнеш спачатку.', 'score': 98.0392156862745, 'norm_ref': 'я падаў яму цыгарэту кінь ты гэта глупства георгій як я потым пачнеш спачатку', 'norm_hyp': 'я падаў яму цыгарэты кінь ты гэта глупства георгі як я потым пачнеш спачатку'}, 'gemini-2.5-flash-lite': {'hyp_text': 'Я падаў яму цыгарэты. Кінь ты гэтае глупства, Георгій, як я. Потым пачнеш спачатку.', 'score': 98.06451612903226, 'norm_ref': 'я падаў яму цыгарэту кінь ты гэта глупства георгій як я потым пачнеш спачатку', 'norm_hyp': 'я падаў яму цыгарэты кінь ты гэтае глупства георгій як я потым пачнеш спачатку'}, 'gemini-2.5-flash': {'hyp_text': 'Я падаў яму цыгарэты. Кінь ты гэта глупства, Георгій, як я. Потым пачнеш спачатку.', 'score': 98.7012987012987, 'norm_ref': 'я падаў яму цыгарэту кінь ты гэта глупства георгій як я потым пачнеш спачатку', 'norm_hyp': 'я падаў яму цыгарэты кінь ты гэта глупства георгій як я потым пачнеш спачатку'}, 'gemini-3-flash-preview': {'hyp_text': 'Я... падаў яму цыгарэты. Кінь ты гэта глупства, Георгій, як я. Потым пачнеш спачатку.', 'score': 98.7012987012987, 'norm_ref': 'я падаў яму цыгарэту кінь ты гэта глупства георгій як я потым пачнеш спачатку', 'norm_hyp': 'я падаў яму цыгарэты кінь ты гэта глупства георгій як я потым пачнеш спачатку'}, 'gemini-2.5-pro': {'hyp_text': 'Я падаў яму цыгарэты. Кінь ты гэта глупства, Георгі, як я. Потым пачнеш спачатку.', 'score': 98.0392156862745, 'norm_ref': 'я падаў яму цыгарэту кінь ты гэта глупства георгій як я потым пачнеш спачатку', 'norm_hyp': 'я падаў яму цыгарэты кінь ты гэта глупства георгі як я потым пачнеш спачатку'}}"
102,943a32b23e4e4bd.mp3,100.0,Ён пахітаў галавой.,Ён пахітаў галавой.,"[ 0.          0.          0.         ... -0.00066174 -0.0006179
 -0.0004304 ]",44100,processed,correct,imported_csv,ён пахітаў галавой,ён пахітаў галавой,"{'imported_csv': {'hyp_text': 'Ён пахітаў галавой.', 'score': 100.0, 'norm_ref': 'ён пахітаў галавой', 'norm_hyp': 'ён пахітаў галавой'}}"
103,8090cbfba5415b5.mp3,98.85057471264368,"Бледны твар і вушы, якія тырчаць, і блізарукія вочы, хударлявая постаць, запалымі грудзьмі.","бледны твар і вушы, якія тырчаць, і блізарукія вочы, хударлявая постаць з запалымі грудзьмі.",[0.         0.         0.         ... 0.00266074 0.00210309 0.0012368 ],44100,processed,correct,imported_csv,бледны твар і вушы якія тырчаць і блізарукія вочы хударлявая постаць запалымі грудзьмі,бледны твар і вушы якія тырчаць і блізарукія вочы хударлявая постаць з запалымі грудзьмі,"{'imported_csv': {'hyp_text': 'бледны твар і вушы, якія тырчаць, і блізарукія вочы, хударлявая постаць з запалымі грудзьмі.', 'score': 98.85057471264368, 'norm_ref': 'бледны твар і вушы якія тырчаць і блізарукія вочы хударлявая постаць запалымі грудзьмі', 'norm_hyp': 'бледны твар і вушы якія тырчаць і блізарукія вочы хударлявая постаць з запалымі грудзьмі'}}"
104,725ab5c070f0540.mp3,98.63013698630137,"Ой, дыябал забяры ўсё. Ну, бывай, Георгій.","Ой, д'ябал, забяры ўсё. Ну, бывай, Георгій.",[0.         0.         0.         ... 0.00127133 0.00126813 0.00089495],44100,processed,correct,imported_csv,ой дыябал забяры ўсё ну бывай георгій,ой дябал забяры ўсё ну бывай георгій,"{'imported_csv': {'hyp_text': ""Ой, д'ябал, забяры ўсё. Ну, бывай, Георгій."", 'score': 98.63013698630137, 'norm_ref': 'ой дыябал забяры ўсё ну бывай георгій', 'norm_hyp': 'ой дябал забяры ўсё ну бывай георгій'}}"
105,9af415840c7a3a5.mp3,100.0,Бацькоў у яго не было. Кухня.,"бацькоў у яго не было. Кухня,","[ 0.          0.          0.         ... -0.00031082 -0.00025971
 -0.00019595]",44100,processed,correct,gemini-2.5-flash,бацькоў у яго не было кухня,бацькоў у яго не было кухня,"{'imported_csv': {'hyp_text': 'Бацька ў яго не было. Кухня.', 'score': 90.56603773584906, 'norm_ref': 'бацькоў у яго не было кухня', 'norm_hyp': 'бацька ў яго не было кухня'}, 'gemini-2.5-flash-lite': {'hyp_text': 'Бацькоў яго не было. Кухня.', 'score': 96.15384615384616, 'norm_ref': 'бацькоў у яго не было кухня', 'norm_hyp': 'бацькоў яго не было кухня'}, 'gemini-2.5-flash': {'hyp_text': 'бацькоў у яго не было. Кухня,', 'score': 100.0, 'norm_ref': 'бацькоў у яго не было кухня', 'norm_hyp': 'бацькоў у яго не было кухня'}}"
106,12893bdcd0d78df.mp3,100.0,"На сцяне галава дзіка, памяць пра нябожчыка Залеўскі, тэлефон,",На сцяне галава дзіка. Памяць пра нябожчыка Залеўскі. Тэлефон.,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.6349568e-06
 -1.2747932e-06 -2.2769891e-06]",44100,processed,correct,imported_csv,на сцяне галава дзіка памяць пра нябожчыка залеўскі тэлефон,на сцяне галава дзіка памяць пра нябожчыка залеўскі тэлефон,"{'imported_csv': {'hyp_text': 'На сцяне галава дзіка. Памяць пра нябожчыка Залеўскі. Тэлефон.', 'score': 100.0, 'norm_ref': 'на сцяне галава дзіка памяць пра нябожчыка залеўскі тэлефон', 'norm_hyp': 'на сцяне галава дзіка памяць пра нябожчыка залеўскі тэлефон'}}"
