id,path,score,ref_text,hyp_text,status,verification_status,model_used,norm_ref,norm_hyp
117,e01efc8c6d27ca4.mp3,100.0,"потым павярнуўся па-вайсковаму, шчоўкнуў абцасамі і закрочыў высока выкідваючы ногі,","Потым павярнуўся па-вайсковаму, шчоўкнуў абцасамі і закрочыў, высока выкідваючы ногі.",processed,correct,imported_csv,потым павярнуўся павайсковаму шчоўкнуў абцасамі і закрочыў высока выкідваючы ногі,потым павярнуўся павайсковаму шчоўкнуў абцасамі і закрочыў высока выкідваючы ногі
118,fdd32b8f6fc202f.mp3,100.0,"але дзверы за сабой зачыніў асцярожна,",Але дзверы за сабой зачыніў асцярожна.,processed,correct,imported_csv,але дзверы за сабой зачыніў асцярожна,але дзверы за сабой зачыніў асцярожна
119,caabda7bb5979ef.mp3,100.0,без груку.,Без груку.,processed,correct,imported_csv,без груку,без груку
120,a523f1fc2d3cccb.mp3,100.0,"Анісімаў усё тым жа шэптам, быццам баючыся,","Анісімаў усё тым жа шэптам, быццам баючыся...",processed,correct,gemini-3-flash-preview,анісімаў усё тым жа шэптам быццам баючыся,анісімаў усё тым жа шэптам быццам баючыся
121,0a37453d48ec8a6.mp3,100.0,"што звычайны голас можа нешта разбурыць у ім самім ці навокал,",што звычайны голас можа нешта разбурыць у ім самім ці навокал,processed,correct,imported_csv,што звычайны голас можа нешта разбурыць у ім самім ці навокал,што звычайны голас можа нешта разбурыць у ім самім ці навокал
122,5f7b34136421441.mp3,100.0,папрасіў Лялькевіча: Накапай ты мне валяр'яначкі.,папрасіў Лялькевіча: накапай ты мне валяр'яначкі.,processed,correct,gemini-2.5-pro,папрасіў лялькевіча накапай ты мне валяряначкі,папрасіў лялькевіча накапай ты мне валяряначкі
123,a4d4e3dbd86ec75.mp3,99.27,"Уладзімір Іванавіч ведаў, што аптэчка стаіць на падаконніку за шторай,","Уладзімір Іванавіч ведаў, што аптэчка стаіць на падкаконніку за шторай",processed,correct,imported_csv,уладзімір іванавіч ведаў што аптэчка стаіць на падаконніку за шторай,уладзімір іванавіч ведаў што аптэчка стаіць на падкаконніку за шторай
124,4e3890e194a863e.mp3,91.42857142857143,"наліў у шклянку вады, з піпеткі капнуў дваццаць кропель бурштынавага зелля.","налеў у шклянку вады, з піпеткі капнуў 20 кропель бурштынавага зелля.",processed,correct,manual,наліў у шклянку вады з піпеткі капнуў дваццаць кропель бурштынавага зелля,налеў у шклянку вады з піпеткі капнуў 20 кропель бурштынавага зелля
125,9d792eeaabe742a.mp3,100.0,"Анісімаў выпіў, глыбока ўздыхнуў,","Анісімаў выпіў, глыбока ўздыхнуў.",processed,correct,gemini-2.5-flash,анісімаў выпіў глыбока ўздыхнуў,анісімаў выпіў глыбока ўздыхнуў
126,e00624f832d0971.mp3,88.88888888888889,"крактануў,",Крахтануў.,processed,correct,manual,крактануў,крахтануў
127,60d79acd72eeb57.mp3,100.0,і тады сказаў натуральным голасам.,І тады сказаў натуральным голасам:,processed,correct,imported_csv,і тады сказаў натуральным голасам,і тады сказаў натуральным голасам
128,d5e961e669a3fe7.mp3,100.0,Сукін сын. Трапіў бы ён мне на фронце.,"Сукін, сын! Трапіў бы ён мне на фронце.",processed,correct,imported_csv,сукін сын трапіў бы ён мне на фронце,сукін сын трапіў бы ён мне на фронце
129,5c8da50d5a1266b.mp3,100.0,"І з дакорам самому сабе, але не без задавальнення паківаў галавой.","і з дакорам самому сабе, але не без задавальнення паківаў галавой.",processed,correct,imported_csv,і з дакорам самому сабе але не без задавальнення паківаў галавой,і з дакорам самому сабе але не без задавальнення паківаў галавой
130,fd14bb125d5c314.mp3,100.0,"Чуць не сарваўся. Бачыў, як я трымаў нервы?","чуць не сарваўся. Бачыў, як я трымаў нервы.",processed,correct,gemini-2.5-flash-lite,чуць не сарваўся бачыў як я трымаў нервы,чуць не сарваўся бачыў як я трымаў нервы
131,9ac4298aa31d88c.mp3,100.0,"Во, і сціснуў кулакі.", Во!  і сціснуў кулакі.,processed,correct,imported_csv,во і сціснуў кулакі,во і сціснуў кулакі
132,be26e378dc13cb6.mp3,100.0,"Дзякую, Анісім Пятровіч.","Дзякую, Анісім Пятровіч.",processed,correct,imported_csv,дзякую анісім пятровіч,дзякую анісім пятровіч
133,a6959abf5f8a8e0.mp3,100.0,Такая размова даўно наспела.,Такая размова даўно наспела.,processed,correct,imported_csv,такая размова даўно наспела,такая размова даўно наспела
134,417a172d7f30912.mp3,100.0,Але трэба давесці да канца.,Але трэба давесці да канца.,processed,correct,imported_csv,але трэба давесці да канца,але трэба давесці да канца
135,550d126268707f6.mp3,100.0,"Напісаць у абкам, у ЦК. Не люблю я такіх пісем.","Напісаць у абкам, у ЦК. Не люблю я такіх пісем.",processed,correct,gemini-3-flash-preview,напісаць у абкам у цк не люблю я такіх пісем,напісаць у абкам у цк не люблю я такіх пісем
136,b1b125f3c1f909b.mp3,96.2962962962963,"Ну, але ў даным выпадку трэба.","Ну, а ў даным выпадку трэба",processed,correct,manual,ну але ў даным выпадку трэба,ну а ў даным выпадку трэба
137,45cbec7bfe723f0.mp3,100.0,Ад гэтага тыпа ўсяго можна чакаць.,Ад гэтага тыпа ўсяго можна чакаць.,processed,correct,gemini-2.5-pro,ад гэтага тыпа ўсяго можна чакаць,ад гэтага тыпа ўсяго можна чакаць
138,e75f54a338f51a3.mp3,100.0,Сёння ж напішы., Сёння ж... напішы...,processed,correct,imported_csv,сёння ж напішы,сёння ж напішы
139,b6b43a03e3b6604.mp3,100.0,Анісімаў падняўся з крэсла і ўжо зусім бадзёра і весела гукнуў.,Анісімаў падняўся з крэсла і ўжо зусім бадзёра і весела гукнуў:,processed,correct,imported_csv,анісімаў падняўся з крэсла і ўжо зусім бадзёра і весела гукнуў,анісімаў падняўся з крэсла і ўжо зусім бадзёра і весела гукнуў
140,06c3889a2c639d5.mp3,100.0,"Дзе ён, гэты твой Шапятовіч? Тут?",Дзе ён гэты твой Шапятовіч тут,processed,correct,gemini-2.5-flash-lite,дзе ён гэты твой шапятовіч тут,дзе ён гэты твой шапятовіч тут
141,ffe63544d783d6a.mp3,100.0,"Пятро, змучаны працяглым сядзеннем у пустым кабінеце,",Пятро змучаны працяглым сядзеннем у пустым кабінеце,processed,correct,imported_csv,пятро змучаны працяглым сядзеннем у пустым кабінеце,пятро змучаны працяглым сядзеннем у пустым кабінеце
142,fc4eff98bfdff89.mp3,99.06,"Кліч яго, пагаворым. Лялькевіч адчыніў дзверы, папрасіў сакратарку: Валя, паклічце з майго кабінета Шапятовіча."," Кліч яго, пагаворым. Лялькевіч адчыніў дзверы і папрасіў сакратарку:  Валя, паклічце з майго кабінета, шапятовіча.",processed,correct,imported_csv,кліч яго пагаворым лялькевіч адчыніў дзверы папрасіў сакратарку валя паклічце з майго кабінета шапятовіча,кліч яго пагаворым лялькевіч адчыніў дзверы і папрасіў сакратарку валя паклічце з майго кабінета шапятовіча
143,23c0c5fb5eb11f6.mp3,91.17647058823529,"нявесёлымі думкамі, увайшоў нясмела,","невясёлымі думкамі ўвайшоў нясмела,",processed,incorrect,gemini-2.5-pro,нявесёлымі думкамі увайшоў нясмела,невясёлымі думкамі ўвайшоў нясмела
144,8ba3f885a664b32.mp3,100.0,"разгублены, спыніўся каля дзвярэй.",Разгублены спыніўся каля дзвярэй.,processed,correct,imported_csv,разгублены спыніўся каля дзвярэй,разгублены спыніўся каля дзвярэй
145,b7429c37f097d17.mp3,100.0,"Праходзь, сядай."," Праходзь, сядай.",processed,correct,imported_csv,праходзь сядай,праходзь сядай
146,f828a426050005d.mp3,100.0,"Анісімаў загудзеў. Ты што гэта, як мокрая курыца?",анісімаў загудзеў ты што гэта як мокрая курыца,processed,correct,imported_csv,анісімаў загудзеў ты што гэта як мокрая курыца,анісімаў загудзеў ты што гэта як мокрая курыца
147,f12ffb092217b20.mp3,100.0,Раскажы нам з Лялькевічам пра багоў.,Раскажы нам з Лялькевічам пра... багоў.,processed,correct,imported_csv,раскажы нам з лялькевічам пра багоў,раскажы нам з лялькевічам пра багоў
148,635e69e03e44aed.mp3,100.0,"Пятро зусім сумеўся, пра якіх багоў?","Пятро зусім сумеўся, пра якіх багоў",processed,correct,imported_csv,пятро зусім сумеўся пра якіх багоў,пятро зусім сумеўся пра якіх багоў
149,361f94efc1a19f3.mp3,100.0,"Ну як жа, тут адзін напісаў,",ну як жа тут адзін напісаў,processed,correct,imported_csv,ну як жа тут адзін напісаў,ну як жа тут адзін напісаў
150,f6218e01f74c69f.mp3,100.0,"што ты заместа агітацыі, прапаганды партыйнай,",што ты заместа агітацыі прапаганды партыйнай,processed,correct,gemini-2.5-flash-lite,што ты заместа агітацыі прапаганды партыйнай,што ты заместа агітацыі прапаганды партыйнай
151,56be2d88b06abb3.mp3,100.0,пра багоў расказваеш., Пра багоў расказваеш?,processed,correct,imported_csv,пра багоў расказваеш,пра багоў расказваеш
152,a8cc8b0ebc9dbf1.mp3,100.0,А праўда? Сяўба ў калгасах бязбожна зацягваецца.,А праўда? Сяўба ў калгасах бязбожна зацягваецца.,processed,correct,gemini-2.5-pro,а праўда сяўба ў калгасах бязбожна зацягваецца,а праўда сяўба ў калгасах бязбожна зацягваецца
153,8288a94b4bcaf6f.mp3,100.0,"А сакратар партарганізацыі бабам міфы расказвае, а?","А сакратар партарганізацыі бабам міфы расказвае, а?",processed,correct,gemini-2.5-flash,а сакратар партарганізацыі бабам міфы расказвае а,а сакратар партарганізацыі бабам міфы расказвае а
154,d81733403a7ae8f.mp3,100.0,Тут ёсць над чым задумацца.,Тут ёсць над чым задумацца.,processed,correct,imported_csv,тут ёсць над чым задумацца,тут ёсць над чым задумацца
155,992b3464a658918.mp3,100.0,"Мала ў цябе сірат вайны, удоў?","Мала ў цябе сірат вайны, удоў?",processed,correct,imported_csv,мала ў цябе сірат вайны удоў,мала ў цябе сірат вайны удоў
156,a9a159ddafafc63.mp3,99.25925925925924,"Слухай, а чаго гэта ты публічна расплакаўся над лёсам дзяцей незаўца?","Слухай, а чаго гэта ты публічна расплакаўся над лёсам дзяцей не заўца?",processed,correct,gemini-2.5-flash-lite,слухай а чаго гэта ты публічна расплакаўся над лёсам дзяцей незаўца,слухай а чаго гэта ты публічна расплакаўся над лёсам дзяцей не заўца
157,dc0d04f25e3f9d6.mp3,100.0,"За знешняй суровасцю слоў сакратара Пятро адчуў добры гумар,","За знешняй суровасцю слоў сакратара Пятро адчуў добры гумар,",processed,correct,imported_csv,за знешняй суровасцю слоў сакратара пятро адчуў добры гумар,за знешняй суровасцю слоў сакратара пятро адчуў добры гумар
158,27e47d4549b177b.mp3,100.0,"Дзеці ёсць дзеці, Анісім Пятровіч. Яны не адказваюць за бацькоў.","Дзеці ёсць дзеці, Анісім Пятровіч. Яны не адказваюць за бацькоў.",processed,correct,gemini-2.5-flash,дзеці ёсць дзеці анісім пятровіч яны не адказваюць за бацькоў,дзеці ёсць дзеці анісім пятровіч яны не адказваюць за бацькоў
159,d4fed44764d57d9.mp3,100.0,"а таму адразу акрыяў, пасмялеў і адказаў упэўнена,","А таму адразу акрыяў, пасмялеў і адказаў упэўнена",processed,correct,gemini-2.5-flash-lite,а таму адразу акрыяў пасмялеў і адказаў упэўнена,а таму адразу акрыяў пасмялеў і адказаў упэўнена
160,4c3710ec10df6d5.mp3,92.85714285714286,"бацькоўскую ласкавасць і схаванае ў хваленні яго паводзін,","бацькоўскай ласкавасці, схаваная ў хваленні яго паводзін.",processed,correct,manual,бацькоўскую ласкавасць і схаванае ў хваленні яго паводзін,бацькоўскай ласкавасці схаваная ў хваленні яго паводзін
161,f2bd2fffd897609.mp3,100.0,Ты мне прапісных ісцін не паўтарай.,Ты мне прапісных ісцін не паўтарай.,processed,correct,imported_csv,ты мне прапісных ісцін не паўтарай,ты мне прапісных ісцін не паўтарай
162,ab254feb270b83b.mp3,99.04,"без той прыгнятальнай скаванасці, якая была ў першы міг і якую ён неаднойчы адчуваў раней перад Анісімавым.","Без той прыгнятальнай скаванасці, якая была ў першы міг, якую ён неаднойчы адчуваў раней перад Анісімавым.",processed,correct,imported_csv,без той прыгнятальнай скаванасці якая была ў першы міг і якую ён неаднойчы адчуваў раней перад анісімавым,без той прыгнятальнай скаванасці якая была ў першы міг якую ён неаднойчы адчуваў раней перад анісімавым
163,c53d8bf9a95a1f2.mp3,100.0,Дачка незаўца траціла на ўроках прытомнасць.,Дачка незаўца траціла на ўроках прытомнасць.,processed,correct,gemini-2.5-pro,дачка незаўца траціла на ўроках прытомнасць,дачка незаўца траціла на ўроках прытомнасць
164,08dd10653335da6.mp3,100.0,А я сам бацька і педагог.,А я сам бацька і педагог.,processed,correct,imported_csv,а я сам бацька і педагог,а я сам бацька і педагог
165,30aee5c4159c416.mp3,100.0,"Сакратар наблізіўся, зазірнуў Пятру ў вочы, паківаў галавой.","Сакратар наблізіўся, зазірнуў Пятру ў вочы, паківаў галавой.",processed,correct,imported_csv,сакратар наблізіўся зазірнуў пятру ў вочы паківаў галавой,сакратар наблізіўся зазірнуў пятру ў вочы паківаў галавой
166,b6dcc93936f9b95.mp3,100.0,"Цёрлі цябе,"," Цёрлі цябе,",processed,correct,imported_csv,цёрлі цябе,цёрлі цябе
167,e44a20c8ebcdb64.mp3,95.77464788732395,"Шапятовіч, і на фронце, і ў партызанах,","Шапятовічы на фронце і ў партызанах,",processed,correct,manual,шапятовіч і на фронце і ў партызанах,шапятовічы на фронце і ў партызанах
168,51ff20d9bb77980.mp3,100.0,і ніяк не прыцёрлі.,і ніяк не прыцёрлі.,processed,correct,gemini-2.5-pro,і ніяк не прыцёрлі,і ніяк не прыцёрлі
169,d9ddcb8d9b62662.mp3,100.0,А па твайму становішчу трэба быць рэалістам.,А па твайму становішчу трэба быць рэалістам,processed,correct,gemini-2.5-flash,а па твайму становішчу трэба быць рэалістам,а па твайму становішчу трэба быць рэалістам
170,9f69f39aea807c4.mp3,100.0,Да чаго? Ідэаліст ты.,Да чаго? Ідэаліст ты!,processed,correct,imported_csv,да чаго ідэаліст ты,да чаго ідэаліст ты
171,1c92b3c677dd9da.mp3,100.0,Што ў вас было з інвалідам гэтым?,Што ў вас было з інвалідам гэтым?,processed,correct,gemini-2.5-flash-lite,што ў вас было з інвалідам гэтым,што ў вас было з інвалідам гэтым
172,f12950902c78553.mp3,99.23,"З Прышчэпам, падказаў Лялькевіч. Нічога асаблівага, чалавек быў не ў настроі, а мы з Бабковым прысталі да яго з падпіскай, ён адмаўляўся."," З прышчэпам,  падказаў Лялькевіч.  Нічога асаблівага, чалавек быў не ў настроі, а мы з бабком прысталі да яго з падпіскай, ён адмаўляўся",processed,correct,imported_csv,з прышчэпам падказаў лялькевіч нічога асаблівага чалавек быў не ў настроі а мы з бабковым прысталі да яго з падпіскай ён адмаўляўся,з прышчэпам падказаў лялькевіч нічога асаблівага чалавек быў не ў настроі а мы з бабком прысталі да яго з падпіскай ён адмаўляўся
173,1c258a6403236e1.mp3,100.0,"Бабкоў пагарачыў, ну, пагарачыўся, мацюкнуўся, той яго і ўсё.","Бабкоў пагарачыў. Ну пагарачыўся, мацюкнуўся, той яго і ўсё.",processed,correct,gemini-2.5-flash,бабкоў пагарачыў ну пагарачыўся мацюкнуўся той яго і ўсё,бабкоў пагарачыў ну пагарачыўся мацюкнуўся той яго і ўсё
174,4d9324c966bd1f9.mp3,100.0,"І ўсё? Ну, тузанулі адзін аднаго, я разняў і ўсё.","І ўсё. Ну тузанулі адзін аднаго, я разняў і ўсё.",processed,correct,gemini-3-flash-preview,і ўсё ну тузанулі адзін аднаго я разняў і ўсё,і ўсё ну тузанулі адзін аднаго я разняў і ўсё
175,a487b955619d485.mp3,75.40983606557377,"А хто з вас балбатун, ты ці Бабкоў?","А-а, хто з вас быў батум? Ты ці",processed,incorrect,manual,а хто з вас балбатун ты ці бабкоў,аа хто з вас быў батум ты ці
176,c018c0359fd8f73.mp3,86.27450980392157,Пятро паціснуў плячамі.,Бабкоў? Пятро паціснуў плячамі.,processed,incorrect,gemini-2.5-pro,пятро паціснуў плячамі,бабкоў пятро паціснуў плячамі
177,74f82d03e6c6475.mp3,94.11764705882352,"Сёння ж выганьце з сельсавета гэтага нямецкага курашчупа, капыла.",Сёння ж выганьце з сельсавета гэтага нямецкага курашчупа.,processed,incorrect,gemini-2.5-pro,сёння ж выганьце з сельсавета гэтага нямецкага курашчупа капыла,сёння ж выганьце з сельсавета гэтага нямецкага курашчупа
178,ac35c79b51e66d4.mp3,81.63265306122449,Каб духу яго не было.,"каб была.
Каб духу яго не было.",processed,incorrect,gemini-2.5-pro,каб духу яго не было,каб была каб духу яго не было
179,c6d0d18ad704ee2.mp3,100.0,Ясна? Пятра здзівіў такі нечаканы пераход.,Ясна! Пятра здзівіў такі нечаканы пераход.,processed,correct,imported_csv,ясна пятра здзівіў такі нечаканы пераход,ясна пятра здзівіў такі нечаканы пераход
180,bce824f35462446.mp3,95.23809523809523,"Анісімаў заўважыў яго здзіўленне, сказаў: Уладзімір Іванавіч растлумачыць, што да чаго, і глянуў на гадзіннік.","Нічым не заўважыў яго здзіўленне, сказаў: Уладзімір Іванавіч растлумачыць, што да чаго, і глянуў на гадзіннік.",processed,correct,manual,анісімаў заўважыў яго здзіўленне сказаў уладзімір іванавіч растлумачыць што да чаго і глянуў на гадзіннік,нічым не заўважыў яго здзіўленне сказаў уладзімір іванавіч растлумачыць што да чаго і глянуў на гадзіннік
181,efc7e202d8cc909.mp3,98.9010989010989,"За тры дні, каб Асветнік усё пасеяў, усё насенне.","За тры дні кабасветнік усё пасеяў, усё насенне.",processed,incorrect,gemini-2.5-pro,за тры дні каб асветнік усё пасеяў усё насенне,за тры дні кабасветнік усё пасеяў усё насенне
182,448a93f19df129d.mp3,100.0,У пятніцу сам праверу.,У пятніцу сам праверу.,processed,correct,imported_csv,у пятніцу сам праверу,у пятніцу сам праверу
183,bb2feaef7a5090e.mp3,100.0,"Мабілізуйце людзей на праполку, правядзіце сходы.","Мабілізуйце людзей на праполку, правядзіце сходы.",processed,correct,imported_csv,мабілізуйце людзей на праполку правядзіце сходы,мабілізуйце людзей на праполку правядзіце сходы
184,b31260bde0c4cd2.mp3,95.0,"Работаць трэба, а не міфы расказваць, ясна?","Работать треба, а не міфы расказваць. Ясна?",processed,correct,manual,работаць трэба а не міфы расказваць ясна,работать треба а не міфы расказваць ясна
185,7a60112a17212b4.mp3,100.0,"Аднак хораша ўсміхнуўся, працягнуў руку","Аднак хораша ўсміхнуўся, працягнуў руку.",processed,correct,gemini-2.5-flash,аднак хораша ўсміхнуўся працягнуў руку,аднак хораша ўсміхнуўся працягнуў руку
186,05c6412e7159448.mp3,100.0,"Ну, будзь здароў, карась-ідэаліст.","Ну, будзь здароў, карась-ідэаліст.",processed,correct,gemini-2.5-flash,ну будзь здароў карасьідэаліст,ну будзь здароў карасьідэаліст
187,1964296f6153e4b.mp3,100.0,і моцна сціснуў Пятрову гарачую і потную ад нервовай узбуджанасці.,І моцна сціснуў Пятрову гарачую і потную ад нервовай узбуджанасці.,processed,correct,gemini-2.5-flash,і моцна сціснуў пятрову гарачую і потную ад нервовай узбуджанасці,і моцна сціснуў пятрову гарачую і потную ад нервовай узбуджанасці
188,526b68ebe83ca24.mp3,100.0,"Тое, што зрабіў стары,","Тое, што зрабіў стары",processed,correct,imported_csv,тое што зрабіў стары,тое што зрабіў стары
189,d483f47a7f71476.mp3,100.0,"У мяне да чорта спраў. Лялькевіч сказаў Пятру, калі яны перайшлі ў яго кабінет.","У мяне да чорта спраў. Лялькевіч сказаў Пятру, калі яны перайшлі ў яго кабінет.",processed,correct,gemini-2.5-flash-lite,у мяне да чорта спраў лялькевіч сказаў пятру калі яны перайшлі ў яго кабінет,у мяне да чорта спраў лялькевіч сказаў пятру калі яны перайшлі ў яго кабінет
190,3ad1afc5dd43552.mp3,100.0,з якой маглі ўдарыць па табе.,з якой маглі ўдарыць па табе.,processed,correct,imported_csv,з якой маглі ўдарыць па табе,з якой маглі ўдарыць па табе
191,57a5882b5a6b70d.mp3,100.0,"на фронце называлася закрыць амбразуру,","На фронце называлася: ""Закрыць амбразуру,",processed,correct,imported_csv,на фронце называлася закрыць амбразуру,на фронце называлася закрыць амбразуру
192,a4528d83a748822.mp3,62.5,"Анры Гіёмэ,",Нарыгі,processed,correct,manual,анры гіёмэ,нарыгі
193,92bdf83f45ce671.mp3,100.0,Кніга Антуана дэ Сэнт-Экзюперы.,Кніга Антуана дэ Сэнт-Экзюперы,processed,correct,imported_csv,кніга антуана дэ сэнтэкзюперы,кніга антуана дэ сэнтэкзюперы
194,01249a6617f87bc.mp3,100.0,Планета людзей.,Планета людзей.,processed,correct,imported_csv,планета людзей,планета людзей
195,e94eef7b84955e5.mp3,97.36842105263158,Пераклад з французскай мовы Ніны Мацяш.,Пераклад з французскай мовы Нэны Мацяш.,processed,incorrect,gemini-2.5-pro,пераклад з французскай мовы ніны мацяш,пераклад з французскай мовы нэны мацяш
196,cb8531871679b10.mp3,100.0,Бо зямля не паддаецца нам.,Бо зямля не паддаецца нам.,processed,correct,imported_csv,бо зямля не паддаецца нам,бо зямля не паддаецца нам
197,f6aecda8fab08a7.mp3,100.0,"таварыш мой, табе прысвячаю я гэтую кнігу."," Таварыш мой, табе прысвячаю я гэтую кнігу.",processed,correct,imported_csv,таварыш мой табе прысвячаю я гэтую кнігу,таварыш мой табе прысвячаю я гэтую кнігу
198,9a5c5f85bc9caae.mp3,100.0,"Зямля памагае нам разумець саміх сябе, як не могуць ніякія кнігі.","Зямля памагае нам разумець саміх сябе, як не могуць ніякія кнігі.",processed,correct,imported_csv,зямля памагае нам разумець саміх сябе як не могуць ніякія кнігі,зямля памагае нам разумець саміх сябе як не могуць ніякія кнігі
199,036fcfb8d6894e8.mp3,100.0,Чалавек спазнае сябе толькі ў змаганні з перашкодамі.,Чалавек спазнае сябе толькі ў змаганні з перашкодамі.,processed,correct,imported_csv,чалавек спазнае сябе толькі ў змаганні з перашкодамі,чалавек спазнае сябе толькі ў змаганні з перашкодамі
200,ffc516f99972661.mp3,100.0,Яму патрэбны гэблік ці плуг.,Яму патрэбны гэблік ці плуг.,processed,correct,imported_csv,яму патрэбны гэблік ці плуг,яму патрэбны гэблік ці плуг
201,f3e55793aa68952.mp3,100.0,Але для гэтага змагання яму патрэбны прылады.,Але для гэтага змагання яму патрэбны прылады.,processed,correct,imported_csv,але для гэтага змагання яму патрэбны прылады,але для гэтага змагання яму патрэбны прылады
202,e26d8aef0fb3bd4.mp3,66.67,"і ісціна, якую ён здабывае, усеагульная ісціна.","І праўда, якой ён здабывае,  гэта ўсеагульная праўда.",processed,correct,manual,і ісціна якую ён здабывае усеагульная ісціна,і праўда якой ён здабывае гэта ўсеагульная праўда
203,e2555494c85d888.mp3,100.0,"Селянін сваёй нялёгкай працай паступова вырывае ў прыроды яе таямніцы,",Селянін сваёй нялёгкай працай паступова вырывае ў прыроды яе таямніцы.,processed,correct,gemini-3-flash-preview,селянін сваёй нялёгкай працай паступова вырывае ў прыроды яе таямніцы,селянін сваёй нялёгкай працай паступова вырывае ў прыроды яе таямніцы
204,056fdd8ee13de9b.mp3,100.0,сутыкае чалавека з усімі адвечнымі праблемамі.,Сутыкае чалавека з усімі адвечнымі праблемамі.,processed,correct,gemini-2.5-flash,сутыкае чалавека з усімі адвечнымі праблемамі,сутыкае чалавека з усімі адвечнымі праблемамі
205,16a921b01fd766d.mp3,100.0,"Гэтак і самалёт, прылада для пракладвання паветраных ліній,",Гэтак і самалёт  прылада для пракладвання паветраных ліній.,processed,correct,imported_csv,гэтак і самалёт прылада для пракладвання паветраных ліній,гэтак і самалёт прылада для пракладвання паветраных ліній
206,6cee6677573734b.mp3,100.0,"Ніколі не забуду майго першага начнога палёту ў Аргенціне,",Ніколі не забуду майго першага начнога палёту ў Аргенціне.,processed,correct,imported_csv,ніколі не забуду майго першага начнога палёту ў аргенціне,ніколі не забуду майго першага начнога палёту ў аргенціне
207,f0e9df4f55e1ffa.mp3,94.3820224719101,"тое праметнай цемрадзі, у якой быццам рассыпаныя параўненне зоркі мігцелі рэдкія агеньчыкі.","ў яе праметнай цемрадзі, у якой быццам рассыпаныя параўнелі зоркі, мігцелі рэдкія агеньчыкі.",processed,correct,manual,тое праметнай цемрадзі у якой быццам рассыпаныя параўненне зоркі мігцелі рэдкія агеньчыкі,ў яе праметнай цемрадзі у якой быццам рассыпаныя параўнелі зоркі мігцелі рэдкія агеньчыкі
208,2c5a35920bcb4f9.mp3,100.0,Кожны з іх азначаў у гэтым акіяне цемрава цуд чалавечага духу.,"Кожны з іх азначаў у гэтым акіяне цемрава, цуд чалавечага духу.",processed,correct,imported_csv,кожны з іх азначаў у гэтым акіяне цемрава цуд чалавечага духу,кожны з іх азначаў у гэтым акіяне цемрава цуд чалавечага духу
209,23cbbf17b6556ab.mp3,100.0,"Пры святле вось гэтай лямпы нехта чытае, ці летуценіць, ці спавядаецца.","Пры святле вось гэтай лямпы нехта чытае. Ці летуценіць, ці спавядаецца?",processed,correct,gemini-2.5-flash-lite,пры святле вось гэтай лямпы нехта чытае ці летуценіць ці спавядаецца,пры святле вось гэтай лямпы нехта чытае ці летуценіць ці спавядаецца
210,30ddcb5697bf99f.mp3,100.0,"А тут, магчыма, нехта марыць пра касмічныя палёты.","А тут, магчыма, нехта марыць пра касмічныя палёты.",processed,correct,imported_csv,а тут магчыма нехта марыць пра касмічныя палёты,а тут магчыма нехта марыць пра касмічныя палёты
211,0bdb94b6ab6e310.mp3,100.0,Нехта карпее над вылічэннем туманнасці Андрамеды.,Нехта карпее над вылічэннем туманнасці Андрамеды.,processed,correct,gemini-2.5-flash,нехта карпее над вылічэннем туманнасці андрамеды,нехта карпее над вылічэннем туманнасці андрамеды
212,179fa63eca8d6fb.mp3,88.88888888888889,А там кахаюцца.,А там кахаюць.,processed,correct,manual,а там кахаюцца,а там кахаюць
213,080854b430a7037.mp3,98.63013698630137,"Яны нястомна пералікаюцца гэтыя агні ў нізе, і кожнаму патрэбна сілкаванне.","Яны нястомна пераклікаюцца гэтыя агні ўнізе, і кожнаму патрэбна сілкаванне.",processed,incorrect,gemini-2.5-pro,яны нястомна пералікаюцца гэтыя агні ў нізе і кожнаму патрэбна сілкаванне,яны нястомна пераклікаюцца гэтыя агні ўнізе і кожнаму патрэбна сілкаванне
214,973f250ce7f39f4.mp3,100.0,"Усім без выключэння, нават самым сціплым агням паэта, настаўніка, цеслі.","Усім без выключэння, нават самым сціплым агням паэта, настаўніка, цеслі.",processed,correct,gemini-2.5-flash,усім без выключэння нават самым сціплым агням паэта настаўніка цеслі,усім без выключэння нават самым сціплым агням паэта настаўніка цеслі
215,d5681a127f6da24.mp3,100.0,Але між гэтых жывых зор колькі зачыненых аканіц.,Але між гэтых жывых зор колькі зачыненых аканіц!,processed,correct,imported_csv,але між гэтых жывых зор колькі зачыненых аканіц,але між гэтых жывых зор колькі зачыненых аканіц
216,682d35d7b24c670.mp3,100.0,"Колькі пагаслых зорак, колькі заснулых людзей.","Колькі пагаслых зорак, колькі заснулых людзей!",processed,correct,imported_csv,колькі пагаслых зорак колькі заснулых людзей,колькі пагаслых зорак колькі заснулых людзей
217,ec257b6a9792856.mp3,99.12,"Далучыцца б да іх. Пагаманіць бы з вамі, зіхоткія агеньчыкі,",далучыцца б да іх пагаманіць бы з вамі зіхоткія агенчыкі,processed,correct,imported_csv,далучыцца б да іх пагаманіць бы з вамі зіхоткія агеньчыкі,далучыцца б да іх пагаманіць бы з вамі зіхоткія агенчыкі
218,be97263c10ddf57.mp3,100.0,раскіданыя ў палях.,раскіданыя ў палях.,processed,correct,imported_csv,раскіданыя ў палях,раскіданыя ў палях
